Matric Number,Full Name,gender,date of birth,Faculty,department,programme,mode of entry,utme number,remark,dept_id,prog_id
244219,Joel Adejimi Oluwademilade,MALE,1987-06-29,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),UTME,Bvbal71CBOAC,graduated,65,101
241630,Charles Oyesola Olubukola,MALE,1987-06-30,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,sRpY3Z4mn7NO,terminated,20,28
244510,Abdulbasit Qasim Ayomide,MALE,1987-07-01,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),UTME,3pkU8DM9GEph,graduated,68,104
242426,Oluwadarasimi Samuel Racheal,FEMALE,1987-07-02,Education,Arts and Social Sciences Education,B.ED (Geography),DE,ie9wVH6GKnWW,terminated,71,48
244101,Omowonuola Enyoisi Emmanuel,MALE,1987-07-03,Technology,Mechanical Engineering,B.SC. (MECHANICAL ENGINEERING),UTME,66v8zcCeDVXh,graduated,62,97
243255,Obafemi Daramola Daniel,MALE,1987-07-04,Science,Archaeology and Anthropology (Science),Anthropology,DE,CdzAmStwWoS2,terminated,80,123
242842,Emmanuel Ajayi Ayobami,MALE,1987-07-05,Law,Law,L.L.B. LAW,UTME,BVI9QuHvBV2V,graduated,37,71
242865,Oluwatobilola Biobaku Oluwadurotimi,MALE,1987-07-06,Law,Law,L.L.B. LAW,DE,hsYDmqNK6sPu,terminated,37,71
244313,Ayomide Lawal Oluwadamilare,MALE,1987-07-07,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),UTME,Ns74xcIf6nmq,graduated,66,102
242259,Tumininu Ogundele Dorcas,FEMALE,1987-07-08,Education,Adult Education,B.ED. (ADULT EDUCATION),DE,SnMzv8PZyBKe,terminated,31,41
242739,Chioma Ndubuaku Stephanie,FEMALE,1987-07-09,Education,Special Education,B.ED. (SPECIAL EDUCATION),UTME,9nWs3AAR236W,graduated,36,63
242650,Sharon Ogedegbe Unelojo,FEMALE,1987-07-10,Education,"Library, Archival and Information Studies",BLIS (Bachelor of Library and Information Studies),DE,gSVpKebX9Abi,terminated,35,58
241945,Oluwatobiloba Osunwole Emmanuel,MALE,1987-07-11,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,n78UYoKKd06W,graduated,27,32
241634,Oyindamola Salisu Samuel,MALE,1987-07-12,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,HIV0rJSJ9YTb,terminated,20,28
241566,Aanuoluwapo Olajide Elizabeth,FEMALE,1987-07-13,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,aUX2BabKvPD6,graduated,18,26
242344,Anjolaoluwa Daramola Oluwabusola,FEMALE,1987-07-14,Education,Arts and Social Sciences Education,B.ED (Geography),DE,Es7dvvIvM25a,terminated,71,48
244458,Ore-Ofe Arinola Daniel,MALE,1987-07-15,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),UTME,ijfudcNGCMKI,graduated,68,104
242857,Angel Asifat Olamide,FEMALE,1987-07-16,Law,Law,L.L.B. LAW,DE,hbG5Us4Z7Ys9,terminated,37,71
241519,Mercy Adesina Adewole,MALE,1987-07-17,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,v0Cy2e3WrSyy,graduated,18,26
243230,Deborah Ajayi Oluwatunmise,FEMALE,1987-07-18,Renewable Natural Resources,Wildlife and Ecotourism Management,B.Sc. (Wildlife),DE,bPhQs8q9tWeL,terminated,43,78
242325,Alice Apara Arinola,FEMALE,1987-07-19,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,2YEMfBJZcZAA,graduated,71,48
241006,Khadijat Asafa Feranmi,FEMALE,1987-07-20,Agriculture,Crop Protection and Environmental Biology,B.Sc. (Crop Protection and Environmental Biology),DE,UGReFfhcoaD8,terminated,7,6
241359,Paul Ogungbola Oluwatobiloba,MALE,1987-07-21,Arts,European Studies,B.A. (FRENCH),UTME,1jL0AXYSxN3n,graduated,14,17
243164,Joanna Ogunkola Toluwani,FEMALE,1987-07-22,Public Health,Human Nutrition and Dietetics,B.SC. (HUMAN NUTRITION),DE,MrfvWCBVOa35,terminated,40,74
242465,David Adidi Oshoke,MALE,1987-07-23,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),UTME,D4QGziuiPl0h,graduated,32,54
241140,Nimotallahi Sanusi Opeyemi,FEMALE,1987-07-24,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,cJnW74Jk9EQb,terminated,79,
241156,Eniola Afolabi Mary,FEMALE,1987-07-25,Arts,Classical Studies,B.A. CLASSICS (combined),UTME,DVQx0F5WKdg3,graduated,21,13
242943,Arike Oyewole Mary,FEMALE,1987-07-26,Law,Law,L.L.B. LAW,DE,TD4xrKljJf82,terminated,37,71
241247,Mercy Ovai Reuben,FEMALE,1987-07-27,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,XBZayB1fjOt5,graduated,12,15
243483,Adeoluwa Shittu Emmanuel,MALE,1987-07-28,Science,Computer Science,B.SC. (COMPUTER SCIENCE),DE,7AiS8e0Z3Biz,suspended,49,84
241780,Alicia Mehuobi Amarachi,FEMALE,1987-07-29,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),UTME,VxOfzsE81271,graduated,24,31
242845,Abdulrahman Akamo Adewale,MALE,1987-07-30,Law,Law,L.L.B. LAW,DE,EpkyVpN6vYxt,terminated,37,71
242957,Abdulmueez Abdulrasak Oyindolapo,MALE,1987-07-31,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,dBgR9rMw9tWj,graduated,38,72
243357,Ameerah Bankole Odunola,FEMALE,1987-08-01,Science,Chemistry,B.SC. (CHEMISTRY),DE,S0ASQHFWFNoI,terminated,48,82
242917,Folakemi Ojalatan Favour,FEMALE,1987-08-02,Law,Law,L.L.B. LAW,UTME,BBXhvFCC6WON,graduated,37,71
241632,Fatimah Raji Abolore,FEMALE,1987-08-03,Arts,Theatre Arts,B.A. (THEATRE ARTS),DE,LMrVMROchg5c,terminated,20,28
242047,Victor Ojo Olaoluwa,MALE,1987-08-04,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,UTME,PJY7bB7ebl4v,graduated,26,36
242934,Rhoda Olise Chiyenum,FEMALE,1987-08-05,Law,Law,L.L.B. LAW,DE,8whU14Jtstlx,terminated,37,71
242365,Oghenerukevwe Imonina Maryann,FEMALE,1987-08-06,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,4oGqduV2htmK,graduated,71,48
244285,Oluwatosin Adelakun Esther,FEMALE,1987-08-07,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,aCLB5EOlOP71,terminated,66,102
244521,Erere Osayi Divine,MALE,1987-08-08,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),UTME,ybHwNmoAKCmf,graduated,65,101
244316,Eunice Mamman Dah,FEMALE,1987-08-09,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,N9tRoXwGZ1mA,terminated,66,102
241744,Praise Adebayo Adewale,MALE,1987-08-10,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),UTME,GAZGYHSKzw1q,graduated,24,31
243537,Bright Omoemi Shadrach,MALE,1987-08-11,Science,Geology,B.SC. (GEOLOGY),DE,Izp5hlKwuzFb,terminated,51,86
242882,Zainab Gafaar Bisola,FEMALE,1987-08-12,Law,Law,L.L.B. LAW,UTME,lb4Fb88VqzxW,graduated,37,71
241511,Hikmat Adebisi Olashubomi,FEMALE,1987-08-13,Arts,Philosophy,B.A. (PHILOSOPHY),DE,jYYS1aWhfXqg,terminated,18,26
242561,Khadijat Omosunlade Adenike,FEMALE,1987-08-14,Education,Counselling and Human Development Studies,B.ED. (Counselling and Human Development Studies),UTME,qNUOoWCgTz8G,graduated,33,55
242937,Treasure Omodara Temiloluwa,FEMALE,1987-08-15,Law,Law,L.L.B. LAW,DE,U8ucs9G44IbU,terminated,37,71
241522,Jessica Aipoh Oshone,FEMALE,1987-08-16,Arts,Philosophy,B.A. (PHILOSOPHY),UTME,iJuIe93y2e2l,graduated,18,26
242186,Wisdom Okoko Anwafuabe,MALE,1987-08-17,Economics and Management Sciences,Economics,B.SC. (ECONOMICS),DE,1rXb9B5HubtE,terminated,29,40
243403,Great Orji Chima,MALE,1987-08-18,Science,Chemistry,B.SC. (CHEMISTRY),UTME,H6Id9i2SLb2r,graduated,48,82
241170,Jedidiah Ogunkola Temiloluwa,MALE,1987-08-19,Arts,Classical Studies,B.A. CLASSICS (combined),DE,lKkB66OTlaFm,terminated,21,13
241218,Charis Itua Anjolaoluwa,FEMALE,1987-08-20,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,MYG79jOTu1AQ,graduated,12,15
242966,Abdulraman Adejumo Adekunle,MALE,1987-08-21,Pharmacy,Pharmacy,B.PHARM (PHARMACY),DE,3GWK4yIPJtAw,terminated,38,72
242856,Funmilayo Arogbonlo Jolyn,FEMALE,1987-08-22,Law,Law,L.L.B. LAW,UTME,9cyqVFXwbdO1,graduated,37,71
244513,Omogbolade Sowunmi Chukwufunanya,FEMALE,1987-08-23,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,0xX0kaIHn6xt,terminated,68,104
244074,Israel Omoemi Meshach,MALE,1987-08-24,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),UTME,K5T2eg9FnU7i,graduated,61,96
242578,Busolami Francis Maotan,FEMALE,1987-08-25,Education,Health Education,Health Education,DE,hi0ZcNbIHLuw,terminated,88,128
241718,Oluwatobiloba Fayese Michael,MALE,1987-08-26,Basic Medical Sciences,BioMedical Laboratory Science,B. (MLS),UTME,URTV3Vb2AiH4,graduated,22,30
240908,Aishat Balogun Moyosola,FEMALE,1987-08-27,Agriculture,Agricultural Extension and Rural Development,B.Agric (Agricultural Extension and Rural Development),DE,p02k9lM76YY9,terminated,2,2
241827,Teniola Adesanya Grace,FEMALE,1987-08-28,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),UTME,VJjHYzJt1tvv,graduated,27,32
243382,Bright Newton Oyindamola,MALE,1987-08-29,Science,Chemistry,B.SC. (CHEMISTRY),DE,oz0oQif8Cidr,terminated,48,82
244383,Anita Dennis Chinecherem,FEMALE,1987-08-30,The Social Sciences,Sociology,B.SC. (SOCIOLOGY),UTME,LrkmjexJA38S,graduated,67,103
241867,Timothy Bako ,MALE,1987-08-31,Clinical Sciences,Medicine and Surgery,M.B.B.S (Clinicals),DE,7GslvP49GecU,terminated,27,32
244357,Oluwabukola Adekunle Iremitide,FEMALE,1987-09-01,The Social Sciences,Sociology,B.SC. (SOCIOLOGY),UTME,XCaE6POKcPkC,graduated,67,103
244377,April Ayoade Ayomide,FEMALE,1987-09-02,The Social Sciences,Sociology,B.SC. (SOCIOLOGY),DE,vdiWGtL3sM5P,terminated,67,103
242869,Cherish Daramola Oluwapelumi,FEMALE,1987-09-03,Law,Law,L.L.B. LAW,UTME,ko0zc8mu6lLf,graduated,37,71
244234,Ayomide Akinsola Kuwam,MALE,1987-09-04,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),DE,hS5gmtQeQ1oT,terminated,65,101
241720,Zainab Idris Omowumi,FEMALE,1987-09-05,Basic Medical Sciences,BioMedical Laboratory Science,B. (MLS),UTME,EEAT8I5anRt8,graduated,22,30
243072,Ifeoluwa Adeobaniyi Peace,FEMALE,1987-09-06,Public Health,Environmental Health Science,B.EHS,DE,KJvziSbE008P,terminated,39,73
241648,Deborah Adeniyi Timileyin,FEMALE,1987-09-07,Basic Medical Sciences,Biochemistry,B.SC. (BIOCHEMISTRY),UTME,9FBOQRxBDymC,graduated,23,29
244236,Mary Aribisala Ifeoluwa,FEMALE,1987-09-08,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),DE,GCtPyLIAdlZl,terminated,65,101
242262,Iyanuayo Olabiyi Hannah,FEMALE,1987-09-09,Education,Adult Education,B.ED. (ADULT EDUCATION),UTME,b3ILXIlrocEb,graduated,31,41
243492,Olakunle Idowu Oluwapelumi,MALE,1987-09-10,Science,Geography (Science),B.SC. (GEOGRAPHY) (Science),DE,PSj0zbxooihY,terminated,50,85
244178,Barakat Kareem Adefunke,FEMALE,1987-09-11,Technology,Petroleum Engineering,B.SC. (PETROLEUM ENGINEERING),UTME,3IdqwRpezLHj,graduated,63,98
243124,Rabiat Afolabi Adebimpe,FEMALE,1987-09-12,Public Health,Human Nutrition and Dietetics,B.SC. (HUMAN NUTRITION),DE,e3MDlJiYMu5e,terminated,40,74
244040,Aaliyah Dokpesi Etseoghena,FEMALE,1987-09-13,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),UTME,S1BsEsgm62FU,graduated,61,96
242519,Mubarak Adejumo Busayo,MALE,1987-09-14,Education,Counselling and Human Development Studies,B.ED. (Counselling and Human Development Studies),DE,V1g9BJcHi3ll,terminated,33,55
241122,Olumide Okwudinka Daniel,MALE,1987-09-15,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,pKyORMJ12wz1,graduated,79,
242905,Emmanuel Martins Oluwasegun,MALE,1987-09-16,Law,Law,L.L.B. LAW,DE,heiGNtaD4HZR,terminated,37,71
242334,Gideon Ayoola Atanda,MALE,1987-09-17,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,shGZKCghAWIi,graduated,71,48
243657,Halimah Raji Ayodeji,FEMALE,1987-09-18,Science,Microbiology,B.SC. (MICROBIOLOGY),DE,2u9vWlN0ABQI,terminated,53,88
241774,Blessing John Amarachi,FEMALE,1987-09-19,Basic Medical Sciences,Physiology,B.SC. (PHYSIOLOGY),UTME,AfcA2cbV2h1R,graduated,24,31
242006,Deborah Olaomo Oluwagbeyidide,FEMALE,1987-09-20,Clinical Sciences,Nursing,B.N.Sc. (Nursing),DE,BgPUYGUmqJLx,terminated,25,34
244416,Motitolani Oluyide Deborah,FEMALE,1987-09-21,The Social Sciences,Sociology,B.SC. (SOCIOLOGY),UTME,FcU3zZN5OI7B,graduated,67,103
242429,Olamide Soladoye Azeezah,FEMALE,1987-09-22,Education,Arts and Social Sciences Education,B.ED (Geography),DE,yTWb8OpBZGpA,terminated,71,48
242932,Praise Olatunji Mobolaji,FEMALE,1987-09-23,Law,Law,L.L.B. LAW,UTME,rp0N2pYG41rH,graduated,37,71
244371,Deborah Akinwale Adedayo,FEMALE,1987-09-24,The Social Sciences,Sociology,B.SC. (SOCIOLOGY),DE,Za334f1qc1FD,terminated,67,103
241115,Rodiat Isiaq Ayomide,FEMALE,1987-09-25,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,qmfOWj2TMcXI,graduated,79,
242037,Emmanuella Danisa Toluwanimi,FEMALE,1987-09-26,Clinical Sciences,Physiotherapy,B.Physiotherapy Clinicals,DE,t9AuP3VZEhxM,terminated,26,36
242290,Abigeal Adeleye Oluwatomiloba,FEMALE,1987-09-27,Education,Arts and Social Sciences Education,B.ED (Geography),UTME,m0FzjnY51fSq,graduated,71,48
242898,Deborah Josiah Aghogho,FEMALE,1987-09-28,Law,Law,L.L.B. LAW,DE,Z14v3uJJevJY,terminated,37,71
244269,Olubukola Onifade Ruth,FEMALE,1987-09-29,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),UTME,OL1oWw6aiSKh,graduated,65,101
242999,Olaifeoluwa Ayodeji Oyindamola,FEMALE,1987-09-30,Pharmacy,Pharmacy,B.PHARM (PHARMACY),DE,RfAhqiwYN1LU,terminated,38,72
243024,Olusegun Iyiola Debami,MALE,1987-10-01,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,KK39hcTOkfG9,graduated,38,72
241410,Precious Odoje Olamide,FEMALE,1987-10-02,Arts,History,B.A. (HISTORY),DE,MDszpkKqnkPL,terminated,15,22
244247,Joseph Idowu-Oludele Ayodamola,MALE,1987-10-03,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),UTME,1wovGMYvHCmQ,graduated,65,101
244224,Taiwo Adepoju Roheemot,FEMALE,1987-10-04,The Social Sciences,Political Science,B.SC. (POLITICAL SCIENCE),DE,JGwMl7s2vuqZ,terminated,65,101
242503,Ramota Oliyo Adeyinka,FEMALE,1987-10-05,Education,Educational Management,B.ED. (EDUCATIONAL MANAGEMENT),UTME,l4O0dLinc1Op,graduated,32,54
242198,Amarachi Onyebuchi Marvellous,MALE,1987-10-06,Economics and Management Sciences,Economics,B.SC. (ECONOMICS),DE,JAbQPsx26i9g,terminated,29,40
243516,Naomi Braimoh Omonojemafe,FEMALE,1987-10-07,Science,Geology,B.SC. (GEOLOGY),UTME,Bvbal71CBOAC,graduated,51,86
241112,Odunayo Hamzat-Adeniran Aderonke,FEMALE,1987-10-08,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,sRpY3Z4mn7NO,terminated,79,
241101,Isaac Ayodele Ayomide,MALE,1987-10-09,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),UTME,3pkU8DM9GEph,graduated,79,
242197,Oluwatamilore Onanuga Daniel,MALE,1987-10-10,Economics and Management Sciences,Economics,B.SC. (ECONOMICS),DE,ie9wVH6GKnWW,terminated,29,40
241144,Abidemi Abayomi Ibukun,FEMALE,1987-10-11,Arts,Classical Studies,B.A. CLASSICS (combined),UTME,66v8zcCeDVXh,graduated,21,13
244306,Ayomide Dada Patrick,MALE,1987-10-12,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),DE,CdzAmStwWoS3,terminated,66,102
244298,Oluwatobiloba Ayodeji Hephzibah,FEMALE,1987-10-13,The Social Sciences,Psychology,B.SC. (PSYCHOLOGY),UTME,BVI9QuHvBV2V,graduated,66,102
241109,Ajoke Eyinfunjowo Olamide,FEMALE,1987-10-14,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,hsYDmqNK6sPu,terminated,79,
243032,Taiwo Ojedele Gabriel,MALE,1987-10-15,Pharmacy,Pharmacy,B.PHARM (PHARMACY),UTME,Ns74xcIf6nmq,graduated,38,72
241114,Lucky Iloh Uchechukwu,MALE,1987-10-16,Arts,Archaeology and Anthropology (Arts),Archaeology and Anthropology (Arts),DE,SnMzv8PZyBKe,terminated,79,
241201,Obehi Aneni Martina,FEMALE,1987-10-17,Arts,Communication and Language Arts,B.A. (COMM. & LANG. ARTS),UTME,9nWs3AAR236W,graduated,12,15
244457,Justin Aneni Ekiose,MALE,1987-10-18,Veterinary Medicine,Veterinary Medicine,DVM (VETERINARY MEDICINE),DE,gSVpKebX9Abi,terminated,68,104
243069,Oluwabunmi Adebayo Esther,FEMALE,1987-10-19,Public Health,Environmental Health Science,B.EHS,UTME,n78UYoKKd06W,graduated,39,73
241187,Olatunde Soniyi Rapheal,MALE,1987-10-20,Arts,Classical Studies,B.A. CLASSICS (combined),DE,HIV0rJSJ9YTb,terminated,21,13
244053,Oluwadamilola Ipeayeda Faith,FEMALE,1987-10-21,Technology,Industrial and Production Engineering,B.SC. (INDUSTRIAL ENGINEERING),UTME,aUX2BabKvPD7,graduated,61,96
243791,Mahmood Abdulkareem Olanrewaju,MALE,1987-10-22,Technology,Agricultural and Environmental Engineering,B.SC. (AGRIC. ENGINEERING),DE,Es7dvvIvM25a,terminated,57,92
243838,Praise Omosanya Oluwafisayo,MALE,1987-10-23,Technology,Agricultural and Environmental Engineering,B.SC. (AGRIC. ENGINEERING),UTME,ijfudcNGCMKI,graduated,57,92
